id,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,revenue
3566.0,0.0,0.0,0.0,,1.0,0.0,0.2,0.2,0.0,0.0,Jul,,2.0,1.0,4.0,Returning_Visitor,0.0,0.0
3567.0,2.0,17.0,0.0,0.0,30.0,1.448.928.571,43.851.852,69.954.545,0.0,0.0,Dec,,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
3568.0,14.0,17.308.333.330.000.000,3.0,424.5,115.0,3.382.287.999,,21.971.597,0.0,0.0,May,,2.0,2.0,6.0,Returning_Visitor,0.0,0.0
3569.0,2.0,45.5,0.0,0.0,39.0,2.011.041.667,0.0,125,5.373.655.336,0.0,Nov,2.0,2.0,1.0,8.0,Returning_Visitor,0.0,1.0
3570.0,0.0,0.0,0.0,,1.0,0.0,0.2,0.2,0.0,0.0,Mar,,2.0,1.0,1.0,,0.0,0.0
3571.0,0.0,0.0,0.0,0.0,5.0,111.25,0.0,33.333.333,0.0,0.0,Nov,,2.0,1.0,20.0,Returning_Visitor,0.0,0.0
3572.0,0.0,0.0,1.0,,48.0,7.836.944.444.000.000,12.244.898,1.877.551,0.0,0.0,Dec,2.0,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
3573.0,,63.5,0.0,,8.0,253.25,0.0,0.02,0.0,0.0,Dec,2.0,2.0,7.0,2.0,New_Visitor,0.0,0.0
3574.0,0.0,0.0,0.0,0.0,10.0,60.5,0.02,0.04,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
3575.0,0.0,0.0,0.0,0.0,4.0,185.0,0.05,0.1,0.0,0.0,Nov,,2.0,1.0,20.0,Returning_Visitor,0.0,0.0
3576.0,0.0,0.0,0.0,,16.0,318.75,0.0,4.166.667,0.0,0.0,Nov,,2.0,7.0,1.0,Returning_Visitor,0.0,1.0
3577.0,0.0,0.0,0.0,0.0,4.0,80.0,,,0.0,0.0,Mar,,2.0,4.0,1.0,,0.0,0.0
3578.0,0.0,0.0,0.0,,2.0,442.5,0.0,0.1,0.0,0.0,Dec,4.0,2.0,4.0,3.0,Returning_Visitor,0.0,0.0
3579.0,1.0,21.0,0.0,,81.0,2.930.722.222,3.658.537,18.943.089,0.0,0.0,Nov,,2.0,3.0,1.0,Returning_Visitor,1.0,1.0
3580.0,3.0,47.0,1.0,,16.0,4.634.166.667,0.0,21.052.632,0.0,1.0,May,,2.0,3.0,4.0,New_Visitor,1.0,0.0
3581.0,1.0,56.4,1.0,7.0,72.0,2.163.569.524,15.492.958,32.253.521,4.286.743.658,0.0,June,,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
3582.0,12.0,2.555.166.667,0.0,0.0,38.0,43.685.833.330.000.000,0.0,10.852.713,0.0,0.0,Oct,,2.0,7.0,5.0,Returning_Visitor,1.0,0.0
3583.0,8.0,1.068.333.333,1.0,96.0,16.0,3.734.583.333,,28.333.333,0.0,0.0,Nov,,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
3584.0,0.0,0.0,0.0,,8.0,258.0,25,75,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
3585.0,4.0,390.5,0.0,0.0,27.0,1.285.583.333,0.0,6.896.551.999.999.990,1.467.222.588,0.0,Dec,,2.0,8.0,2.0,Returning_Visitor,0.0,1.0
3586.0,1.0,1.966.666.667,0.0,,14.0,5.121.111.111,28.571.429,0.03,0.0,0.0,Mar,3.0,2.0,3.0,9.0,Returning_Visitor,1.0,0.0
3587.0,0.0,0.0,3.0,83.0,68.0,2.162.657.393,6.527.626.999.999.990,2.055.132,0.0,0.0,Dec,,2.0,1.0,2.0,,0.0,0.0
3588.0,0.0,0.0,0.0,,10.0,153.0,0.02,0.04,0.0,0.0,Mar,,1.0,4.0,1.0,Returning_Visitor,1.0,0.0
3589.0,0.0,0.0,0.0,0.0,13.0,214.25,91.666.667,97.777.778,0.0,0.8,May,,2.0,3.0,13.0,Returning_Visitor,0.0,0.0
3590.0,,0.0,1.0,6.0,71.0,1.375.264.286,5.633.803.000.000.000,17.425.336,0.0,0.0,Dec,,2.0,3.0,2.0,New_Visitor,0.0,1.0
3591.0,,0.0,0.0,0.0,9.0,16.558.333.330.000.000,7.407.406.999.999.990,0.06,0.0,0.0,Dec,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
3592.0,4.0,89.6,2.0,12.0,13.0,182.5,0.0,14.814.815,0.0,0.0,Sep,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
3593.0,14.0,5.744.511.905,0.0,0.0,41.0,2.688.864.762,0.0,11.853.002,3.696.220.452,0.0,Sep,,2.0,3.0,4.0,Returning_Visitor,0.0,1.0
3594.0,1.0,16.0,0.0,0.0,14.0,44.683.333.330.000.000,0.0,0.01,0.0,0.0,May,1.0,1.0,1.0,4.0,New_Visitor,0.0,0.0
3595.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,Nov,,6.0,1.0,3.0,Returning_Visitor,0.0,0.0
3596.0,0.0,0.0,0.0,0.0,8.0,59.0,0.0,75,0.0,0.8,May,,2.0,6.0,13.0,Returning_Visitor,0.0,0.0
3597.0,,54.5,0.0,0.0,26.0,531.5,7.692.308,23.076.923,4.492.362.122,0.0,Nov,,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
3598.0,0.0,0.0,0.0,,56.0,2749.15,595.238,23.809.524,0.0,0.0,Nov,,2.0,1.0,8.0,Returning_Visitor,0.0,1.0
3599.0,,34.0,1.0,14.0,89.0,1.332.088.889,0.0,3.296.703,0.0,0.0,May,,2.0,7.0,3.0,Returning_Visitor,1.0,0.0
3600.0,0.0,0.0,0.0,,8.0,1066.25,,28.571.429,9.084.767.800.000.000,0.0,Nov,,8.0,4.0,11.0,Returning_Visitor,1.0,1.0
3601.0,1.0,99.8,0.0,,110.0,205.648.859,0.0,4.892.966,0.0,0.0,Jul,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
3602.0,,47.0,0.0,0.0,5.0,388.0,0.0,0.04,31.188,0.0,Mar,1.0,1.0,7.0,3.0,Returning_Visitor,1.0,1.0
3603.0,5.0,13.246.666.670.000.000,0.0,0.0,59.0,1.660.222.222,0.0,11.753.515,6.475.910.157,0.0,Mar,,2.0,2.0,1.0,Returning_Visitor,0.0,0.0
3604.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,,13.0,9.0,20.0,Other,0.0,0.0
3605.0,0.0,0.0,0.0,,5.0,164.0,0.04,0.04,0.0,0.0,Mar,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
3606.0,3.0,5.0,0.0,0.0,16.0,2.463.933.333,44.444.444.000.000.000,7.592.592.599.999.990,0.0,0.0,Oct,,2.0,1.0,4.0,Returning_Visitor,1.0,0.0
3607.0,,0.0,0.0,,6.0,286.2,0.0,22.222.222.000.000.000,0.0,0.0,Aug,,2.0,6.0,1.0,Returning_Visitor,0.0,0.0
3608.0,,7.707.388.889,2.0,,35.0,7.260.388.889,0.0,5.434.783,1.082.357.287,0.0,Nov,,2.0,7.0,2.0,Returning_Visitor,0.0,1.0
3609.0,1.0,6.0,0.0,0.0,16.0,6.088.333.332.999.990,11.764.706.000.000.000,26.666.667,5.270.052.142,0.0,Mar,,2.0,1.0,11.0,Returning_Visitor,0.0,1.0
3610.0,10.0,196.25,1.0,46.4,271.0,1.229.246.381,59.952.040.000.000.000,2.001.083,38.034.542.000.000.000,0.0,Jul,,2.0,2.0,3.0,Returning_Visitor,1.0,0.0
3611.0,5.0,180.5,0.0,0.0,28.0,1.070.625,0.0,22.427.035,0.0,0.0,Dec,,2.0,6.0,3.0,Returning_Visitor,0.0,0.0
3612.0,4.0,3.688.333.333,0.0,0.0,115.0,5.016.351.205,6.837.607,220.259,0.0,0.4,May,2.0,2.0,3.0,13.0,Returning_Visitor,0.0,0.0
3613.0,0.0,0.0,2.0,,59.0,2.195.283.333,9.836.066,30.601.093,0.0,0.0,Nov,,2.0,7.0,2.0,Returning_Visitor,0.0,1.0
3614.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Nov,,1.0,3.0,15.0,Returning_Visitor,0.0,0.0
3615.0,0.0,0.0,0.0,0.0,14.0,460.0,0.0,14.285.714,0.0,0.0,May,,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
3616.0,1.0,11.0,0.0,,104.0,4.877.257.071,3.921.569.000.000.000,20.140.056,0.0,0.0,May,2.0,2.0,1.0,6.0,Returning_Visitor,1.0,0.0
3617.0,,0.0,0.0,0.0,20.0,644.4,0.0,7.777.778.000.000.000,0.0,0.0,Mar,,1.0,7.0,3.0,Returning_Visitor,0.0,0.0
3618.0,0.0,0.0,0.0,,0.0,0.0,0.2,0.2,0.0,0.0,Nov,,1.0,9.0,3.0,Returning_Visitor,0.0,0.0
3619.0,6.0,112.125,8.0,,114.0,34.594.799.780.000.000,15.748.029.999.999.900,9.848.144,56.486.881.260.000.000,0.0,Nov,,2.0,3.0,8.0,Returning_Visitor,1.0,1.0
3620.0,1.0,16.6,0.0,0.0,84.0,1.893.619.048,16.825.397,30.138.889,0.0,0.0,Oct,,1.0,6.0,3.0,,0.0,0.0
3621.0,0.0,0.0,0.0,0.0,16.0,885.75,0.0,25,0.0,0.0,Dec,,2.0,1.0,2.0,Returning_Visitor,1.0,0.0
3622.0,2.0,28.0,0.0,,51.0,2.587.766.667.000.000,0.0,7.434.641,2.147.448.516,0.0,Nov,,2.0,3.0,10.0,Returning_Visitor,0.0,1.0
3623.0,0.0,0.0,0.0,,3.0,103.6,0.0,33.333.333,0.0,0.0,Jul,,2.0,1.0,6.0,Returning_Visitor,0.0,0.0
3624.0,0.0,0.0,0.0,0.0,24.0,7.781.666.667.000.000,0.0,125,0.0,0.0,Mar,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
3625.0,0.0,0.0,0.0,,20.0,1.116.473.333,33,27.954.545,0.0,0.0,Oct,,2.0,6.0,1.0,Returning_Visitor,0.0,0.0
3626.0,5.0,142.0,2.0,234.5,5.0,60.5,33.333.333,48.148.148,0.0,0.0,Dec,,5.0,3.0,8.0,Returning_Visitor,0.0,0.0
3627.0,0.0,0.0,0.0,,24.0,805.0,0.0,8.695.652,53.988,0.0,May,,2.0,1.0,2.0,New_Visitor,1.0,1.0
3628.0,0.0,0.0,0.0,,14.0,4.168.333.333,0.0,15.384.615,0.0,0.0,May,,2.0,2.0,2.0,New_Visitor,1.0,0.0
3629.0,0.0,0.0,0.0,0.0,21.0,706.7,52.380.952,74.716.553,0.0,0.0,Nov,,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
3630.0,2.0,67.0,0.0,0.0,10.0,23.463.846.150.000.000,,64.935.065,0.0,0.0,Nov,,2.0,3.0,13.0,Returning_Visitor,1.0,0.0
3631.0,2.0,267.8,0.0,,6.0,616.5,,38.095.238,0.0,0.0,Sep,,2.0,3.0,4.0,Returning_Visitor,0.0,0.0
3632.0,2.0,75.6,2.0,,10.0,1.143.666.667,0.0,23.333.333,0.0,0.0,Aug,,2.0,4.0,2.0,Returning_Visitor,0.0,0.0
3633.0,5.0,134.5,0.0,,11.0,2.376.666.667,0.0,18.181.818,0.0,0.0,Dec,,2.0,2.0,2.0,Returning_Visitor,0.0,0.0
3634.0,0.0,0.0,0.0,0.0,25.0,8.839.761.904.999.990,0.02,29.333.333,0.0,0.0,Sep,,2.0,3.0,4.0,Returning_Visitor,1.0,0.0
3635.0,3.0,1.826.428.571,3.0,,64.0,267.106.994,275.482,17.352.092,3.759.646.822,0.0,Nov,,5.0,6.0,2.0,,0.0,1.0
3636.0,6.0,110.5,1.0,20.0,137.0,5.380.686.996,5.517.241,21.311.846,1.963.592.426,0.0,Nov,,4.0,3.0,10.0,Returning_Visitor,0.0,1.0
3637.0,,0.0,0.0,0.0,7.0,858.5,28.571.429,71.428.571,0.0,0.4,May,,5.0,1.0,1.0,Returning_Visitor,0.0,0.0
3638.0,0.0,0.0,0.0,,12.0,8.920.833.332.999.990,,45.833.333,0.0,0.0,Dec,,2.0,6.0,2.0,New_Visitor,0.0,0.0
3639.0,4.0,84.0,0.0,0.0,21.0,270.0,0.0,2.380.952,0.0,0.0,Mar,,1.0,3.0,2.0,Returning_Visitor,0.0,0.0
3640.0,9.0,7.948.833.333,0.0,0.0,36.0,1697.55,175,2.575,2.461.425,0.2,May,,2.0,1.0,4.0,Returning_Visitor,0.0,0.0
3641.0,0.0,0.0,0.0,,1.0,0.0,0.2,0.2,0.0,0.0,May,1.0,1.0,4.0,1.0,Returning_Visitor,1.0,0.0
3642.0,,0.0,0.0,,46.0,23.082.619.050.000.000,0.0,555.556,0.0,0.0,May,,2.0,7.0,2.0,New_Visitor,0.0,0.0
3643.0,,0.0,0.0,0.0,16.0,2156.0,1.875,35.416.667,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
3644.0,11.0,238.775.641,1.0,,200.0,7.972.322.431,2.619.048,14.230.973,2.183.420.125,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,0.0,1.0
3645.0,,5.037.333.333,4.0,63.1,91.0,3.827.498.846,57.801.418,72.399.527,0.0,0.0,Sep,,2.0,6.0,13.0,Returning_Visitor,0.0,0.0
3646.0,1.0,5.0,0.0,0.0,6.0,119.6,0.0,14.285.714,0.0,0.0,Jul,,2.0,1.0,2.0,New_Visitor,0.0,1.0
3647.0,0.0,0.0,0.0,0.0,29.0,3312.5,13.793.103,28.965.517.000.000.000,0.0,0.0,Mar,,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
3648.0,0.0,0.0,0.0,,5.0,56.0,0.0,0.08,0.0,0.0,Mar,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
3649.0,9.0,183.3,2.0,34.0,45.0,2.904.922.294,0.0,11.870.748,0.0,0.0,Dec,,1.0,1.0,8.0,Returning_Visitor,1.0,0.0
3650.0,4.0,206.25,0.0,0.0,16.0,572.65,0.0,11.111.111.000.000.000,1.017.711.218,0.0,Sep,,2.0,1.0,4.0,Returning_Visitor,1.0,1.0
3651.0,0.0,0.0,0.0,,1.0,0.0,0.2,0.2,0.0,0.0,Mar,,5.0,2.0,3.0,,0.0,0.0
3652.0,0.0,0.0,0.0,0.0,30.0,1.285.166.667,2.758.621,22.660.099,0.0,0.0,Nov,,3.0,1.0,8.0,Returning_Visitor,1.0,0.0
3653.0,1.0,54.0,0.0,0.0,31.0,2543.5,0.0,6.666.666.999.999.990,0.0,0.0,May,,2.0,5.0,2.0,Returning_Visitor,0.0,0.0
3654.0,0.0,0.0,0.0,,9.0,11.0,15.555.555.599.999.900,177.777.778,0.0,0.0,May,,2.0,2.0,4.0,Returning_Visitor,0.0,0.0
3655.0,2.0,36.2,0.0,0.0,22.0,1.805.083.333,,8.695.652,3.586.636.448,0.0,Sep,,2.0,1.0,2.0,Returning_Visitor,1.0,1.0
3656.0,0.0,0.0,0.0,,1.0,0.0,0.2,0.2,0.0,0.0,May,,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
3657.0,,0.0,0.0,,3.0,62.0,0.0,66.666.667,0.0,0.0,Mar,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
3658.0,0.0,0.0,0.0,0.0,8.0,1.705.333.333,0.0,0.0,3.796.905.976,0.0,Aug,,5.0,1.0,5.0,New_Visitor,0.0,1.0
3659.0,5.0,123.0,1.0,12.25,26.0,934.15,14.814.815,34.567.901,0.0,0.0,Dec,,1.0,3.0,3.0,Returning_Visitor,0.0,0.0
3660.0,,102.0,2.0,108.0,51.0,1.742.325.216,3.636.364,9.228.841,0.0,0.0,May,,1.0,1.0,2.0,Returning_Visitor,1.0,0.0
3661.0,,0.0,0.0,0.0,11.0,14.216.666.669.999.900,0.02,0.03,0.0,0.0,May,,2.0,9.0,4.0,Returning_Visitor,1.0,0.0
3662.0,0.0,0.0,0.0,0.0,11.0,296.5,36.363.636,81.818.182,0.0,0.0,Nov,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
3663.0,2.0,171.2,0.0,,16.0,218.0,11.111.111.000.000.000,33.333.333,0.0,0.0,Oct,,2.0,6.0,4.0,Returning_Visitor,0.0,0.0
3664.0,4.0,140.675,1.0,,70.0,2.721.555.108,1.951.952,17.189.707,1.053.591.515,0.0,Nov,1.0,2.0,1.0,10.0,Returning_Visitor,1.0,1.0
3665.0,0.0,0.0,0.0,0.0,140.0,4.096.090.152.000.000,3.809.524,11.870.748,0.0,0.0,Nov,,5.0,7.0,1.0,Returning_Visitor,0.0,0.0
3666.0,0.0,0.0,0.0,0.0,7.0,212.5,0.0,33.333.333,0.0,0.0,Nov,,2.0,1.0,11.0,Returning_Visitor,1.0,0.0
3667.0,0.0,0.0,0.0,0.0,5.0,3.566.666.667,0.08,0.07,0.0,0.0,May,,1.0,1.0,2.0,Returning_Visitor,0.0,0.0
3668.0,2.0,738.0,0.0,0.0,26.0,1.840.666.667,8,42,0.0,0.0,May,,2.0,7.0,13.0,Returning_Visitor,0.0,0.0
3669.0,0.0,0.0,0.0,0.0,6.0,203.0,0.1,108.333.333,0.0,0.0,May,,1.0,3.0,4.0,Returning_Visitor,0.0,0.0
3670.0,,0.0,0.0,,17.0,50.408.333.330.000.000,23.529.412.000.000.000,35.294.118,3.607.906.944,0.0,Oct,,1.0,9.0,3.0,Returning_Visitor,0.0,1.0
3671.0,2.0,36.0,0.0,,15.0,16.884.615.380.000.000,0.0,11.764.706.000.000.000,0.0,0.4,Feb,,1.0,1.0,3.0,Returning_Visitor,0.0,0.0
3672.0,0.0,0.0,0.0,,18.0,1.485.416.667,0.0,27.777.778,0.0,0.0,Mar,,4.0,1.0,1.0,Returning_Visitor,0.0,0.0
3673.0,0.0,0.0,3.0,57.0,31.0,4.547.166.667,12.903.226,39.247.312,8.682.741.935,0.0,Mar,,4.0,5.0,2.0,Returning_Visitor,0.0,0.0
3674.0,0.0,0.0,2.0,,9.0,546.0,0.0,0.02,0.0,0.0,Mar,,6.0,1.0,2.0,Returning_Visitor,0.0,0.0
3675.0,,0.0,0.0,,5.0,43.9,0.0,0.02,0.0,0.0,Sep,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
3676.0,0.0,0.0,0.0,,16.0,1.079.291.667,0.0,8.531.746,0.0,0.0,Dec,,2.0,7.0,2.0,Returning_Visitor,0.0,0.0
3677.0,4.0,58.0,2.0,28.5,82.0,4.729.065.909,0.0,14.544.651,9.055.465.887,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,0.0,1.0
3678.0,0.0,0.0,0.0,,8.0,228.0,25,75,0.0,0.0,May,2.0,2.0,3.0,3.0,Returning_Visitor,0.0,0.0
3679.0,0.0,0.0,0.0,0.0,31.0,453.0,,37.634.409,0.0,0.0,May,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
3680.0,0.0,0.0,0.0,0.0,5.0,95.0,0.04,0.12,0.0,0.0,Mar,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
3681.0,1.0,16.0,0.0,,27.0,1.240.916.667,0.0,9.259.259,2.839.335.492,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,0.0,1.0
3682.0,2.0,68.6,0.0,0.0,10.0,184.6,0.0,16.666.667,0.0,0.0,Sep,2.0,2.0,3.0,2.0,New_Visitor,0.0,0.0
3683.0,,29.0,0.0,,94.0,35.546.490.200.000.000,,13.183.349,0.0,0.0,Dec,,2.0,4.0,2.0,Returning_Visitor,0.0,0.0
3684.0,0.0,0.0,0.0,,12.0,312.35,0.0,41.666.667,0.0,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
3685.0,4.0,3.140.833.333,2.0,27.0,130.0,656.000.754,,6.376.263,0.0,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
3686.0,0.0,0.0,0.0,0.0,9.0,214.75,0.0,22.222.222.000.000.000,0.0,0.0,Nov,1.0,1.0,3.0,6.0,Returning_Visitor,0.0,0.0
3687.0,3.0,55.0,0.0,,19.0,436.0,0.0,13.636.364,4.954.827.273,0.0,May,,2.0,4.0,2.0,Returning_Visitor,1.0,1.0
3688.0,,5.042.833.333,1.0,0.0,58.0,2.451.058.466,12.365.591,22.769.886,0.0,0.0,Dec,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
3689.0,0.0,0.0,0.0,,15.0,450.2,0.0,21.904.762,0.0,0.0,May,,2.0,7.0,2.0,Returning_Visitor,0.0,0.0
3690.0,0.0,0.0,0.0,,3.0,0.0,0.2,0.2,0.0,0.0,Aug,1.0,1.0,3.0,4.0,Returning_Visitor,0.0,0.0
3691.0,0.0,0.0,0.0,,10.0,262.5,0.0,0.02,0.0,0.0,May,,2.0,5.0,2.0,Returning_Visitor,0.0,0.0
3692.0,0.0,0.0,2.0,19.0,65.0,2.163.132.326.000.000,0.0,11.780.384,0.0,0.0,Nov,,2.0,8.0,2.0,New_Visitor,0.0,0.0
3693.0,0.0,0.0,0.0,,53.0,2.052.125,0.0,3.921.569.000.000.000,5.249.862.029,0.0,Nov,,4.0,2.0,2.0,New_Visitor,1.0,1.0
3694.0,0.0,0.0,0.0,0.0,4.0,251.0,0.05,0.1,0.0,0.0,Nov,,2.0,4.0,3.0,Returning_Visitor,0.0,0.0
3695.0,0.0,0.0,0.0,0.0,15.0,275.5,44.444.440.000.000.000,31.111.111,0.0,0.0,Nov,,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
3696.0,1.0,18.0,2.0,,20.0,128.727.381,15.873.016,38.095.238,0.0,0.0,Nov,,2.0,4.0,2.0,Returning_Visitor,0.0,0.0
3697.0,1.0,47.5,0.0,0.0,123.0,3.944.384.921,516.129,17.112.135,33.030.599.689.999.900,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
3698.0,1.0,11.0,0.0,0.0,16.0,253.0,,23.529.412.000.000.000,0.0,0.0,Mar,,2.0,1.0,3.0,New_Visitor,0.0,0.0
3699.0,5.0,46.5,0.0,0.0,17.0,219.5,11.111.111.000.000.000,22.222.222.000.000.000,0.0,0.0,Dec,,2.0,2.0,13.0,Returning_Visitor,0.0,0.0
3700.0,2.0,11.0,0.0,0.0,48.0,2.562.083.333,42.553.190.000.000.000,5.319.149,0.0,0.0,May,,5.0,7.0,4.0,Returning_Visitor,0.0,0.0
3701.0,2.0,12.0,0.0,0.0,45.0,547.5,,54.460.641,1.318.408.163,0.8,May,,10.0,3.0,2.0,,0.0,0.0
3702.0,0.0,0.0,1.0,0.0,23.0,489.25,,32.173.913,0.0,0.0,May,,5.0,5.0,2.0,,0.0,0.0
3703.0,0.0,0.0,4.0,,23.0,9.972.878.788,12,31.897.436,0.0,0.0,Dec,,1.0,3.0,2.0,Returning_Visitor,1.0,0.0
3704.0,,0.0,2.0,,11.0,192.75,,34.615.385,0.0,0.6,May,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
3705.0,0.0,0.0,0.0,,5.0,66.0,0.0,53.333.333,0.0,0.0,Mar,,2.0,3.0,3.0,Returning_Visitor,0.0,0.0
3706.0,3.0,81.5,0.0,0.0,3.0,40.5,0.0,0.04,0.0,0.0,Nov,1.0,1.0,1.0,8.0,New_Visitor,0.0,0.0
3707.0,0.0,0.0,0.0,0.0,5.0,13.666.666.669.999.900,0.02,0.12,0.0,0.0,Mar,3.0,2.0,1.0,10.0,Returning_Visitor,1.0,0.0
3708.0,4.0,462.0,0.0,0.0,51.0,1.873.216.667,0.0,754.717,0.0,0.6,Feb,,2.0,9.0,3.0,,0.0,0.0
3709.0,2.0,34.5,0.0,0.0,17.0,49.183.333.330.000.000,0.0,14.705.882,0.0,0.0,Dec,,1.0,3.0,2.0,New_Visitor,0.0,0.0
3710.0,1.0,21.0,0.0,0.0,13.0,1474.5,0.0,16.666.667,6.946.175.766,0.0,Dec,,2.0,4.0,3.0,Returning_Visitor,0.0,1.0
3711.0,1.0,26.0,1.0,55.0,12.0,457.0,14.285.714,4.047.619,0.0,0.0,Mar,,2.0,9.0,6.0,Returning_Visitor,1.0,0.0
3712.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1.0,1.0,1.0,3.0,Returning_Visitor,0.0,0.0
3713.0,1.0,109.8,0.0,,17.0,4.188.233.333,0.0,1.388.889,0.0,0.0,Oct,,4.0,1.0,3.0,New_Visitor,0.0,0.0
3714.0,0.0,0.0,0.0,0.0,54.0,3.978.245.833,3.846.154,24.807.692.000.000.000,0.0,0.0,Nov,,2.0,6.0,1.0,Returning_Visitor,1.0,0.0
3715.0,3.0,3.533.333.333,0.0,0.0,13.0,151.5,3.333.333,16.444.444,0.0,0.8,May,2.0,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
3716.0,5.0,1.136.666.667,0.0,0.0,25.0,7.331.666.667.000.000,6.896.551.999.999.990,41.609.195,0.0,0.0,Sep,1.0,8.0,1.0,1.0,Returning_Visitor,0.0,0.0
3717.0,8.0,410.9,5.0,406.9,24.0,1.220.257.143,11.764.706.000.000.000,24.215.686,8.887.671.892,0.0,Oct,,2.0,2.0,2.0,Returning_Visitor,0.0,1.0
3718.0,0.0,0.0,0.0,,17.0,43.313.333.330.000.000,23.529.412.000.000.000,51.960.784,0.0,1.0,May,,2.0,4.0,4.0,Returning_Visitor,1.0,0.0
3719.0,,1.902.628.205,4.0,195.0,124.0,31.972.900.640.000.000,10.320.513,1.989.345,70.599.298.510.000.000,0.0,Nov,,2.0,6.0,2.0,Returning_Visitor,1.0,0.0
3720.0,3.0,59.5,0.0,0.0,6.0,159.0,0.0,625,0.0,0.0,Dec,,2.0,8.0,6.0,New_Visitor,0.0,0.0
3721.0,0.0,0.0,0.0,0.0,7.0,300.5,85.714.286,114.285.714,0.0,0.0,Nov,,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
3722.0,0.0,0.0,0.0,,39.0,1.208.333.333,0.0,1.025.641,0.0,0.0,Nov,,1.0,4.0,1.0,Returning_Visitor,1.0,0.0
3723.0,0.0,0.0,3.0,96.5,76.0,1.966.092.332,7.876.231,14.700.317,0.0,0.0,Dec,,2.0,1.0,2.0,Returning_Visitor,0.0,1.0
3724.0,0.0,0.0,0.0,,7.0,272.5,0.0,33.333.333,0.0,0.0,Mar,1.0,1.0,6.0,2.0,New_Visitor,1.0,0.0
3725.0,0.0,0.0,0.0,0.0,22.0,9.034.305.556,952.381,21.428.571,0.0,0.0,Nov,2.0,2.0,7.0,8.0,Returning_Visitor,0.0,0.0
3726.0,5.0,121.425,1.0,8.0,16.0,792.75,5,,3.841.401.623,0.0,Nov,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
3727.0,0.0,0.0,0.0,0.0,12.0,157.0,8.333.333,33.333.333,0.0,0.0,Nov,3.0,2.0,7.0,1.0,Returning_Visitor,0.0,0.0
3728.0,10.0,15.020.833.330.000.000,0.0,,14.0,2.212.083.333,,12.698.413,0.0,0.0,Dec,,2.0,4.0,2.0,New_Visitor,0.0,0.0
3729.0,0.0,0.0,1.0,0.0,16.0,4.856.666.667,0.0,375,0.0,0.0,Mar,,2.0,6.0,3.0,Returning_Visitor,1.0,0.0
3730.0,0.0,0.0,0.0,0.0,26.0,2676.0,30.769.231,4.556.213,0.0,0.6,May,,6.0,2.0,6.0,Returning_Visitor,0.0,0.0
3731.0,7.0,5.335.913.534,4.0,333.5,85.0,5.496.630.354.999.990,10.192.616,25.284.123,5.145.928.873,0.0,Nov,3.0,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
